name,sex,total,d1950,d1960,d1970,d1980
Rakeem,M,303,0,0,28,275
Rakesh,M,298,0,16,129,153
Raleigh,F,159,8,10,40,101
Raleigh,M,2375,860,574,444,497
Ralf,M,200,55,102,38,5
Ralph,F,549,185,184,128,52
Ralph,M,117383,60440,34190,14755,7998
Ralston,M,209,24,58,35,92
Rama,F,205,92,58,35,20
Rama,M,138,0,0,106,32
Ramel,M,634,0,13,202,419
Ramey,F,117,0,0,67,50
Ramey,M,342,40,58,159,85
Rami,F,131,0,25,60,46
Rami,M,546,0,11,134,401
Ramie,F,410,6,88,174,142
Ramie,M,178,0,41,74,63
Ramin,M,313,0,37,98,178
Ramiro,F,18,0,0,18,0
Ramiro,M,10485,2113,2218,2856,3298
Ramon,F,362,46,84,119,113
Ramon,M,34916,6277,7833,10272,10534
Ramona,F,35711,14650,12926,5784,2351
Ramona,M,138,37,54,31,16
Ramond,M,785,150,185,206,244
Ramonda,F,281,25,96,123,37
Ramone,F,12,0,0,5,7
Ramone,M,1123,13,85,391,634
Ramonia,F,265,92,111,35,27
Ramonita,F,505,137,193,131,44
Ramses,M,259,0,0,91,168
Ramsey,F,214,0,5,64,145
Ramsey,M,2141,205,319,639,978
Ramy,M,240,0,0,66,174
Rana,F,2382,169,432,1036,745
Rana,M,10,0,0,5,5
Ranada,F,293,5,0,54,234
Ranae,F,1792,466,608,443,275
Rance,M,1571,359,461,386,365
Rand,M,1815,982,478,178,177
Randa,F,2304,551,439,577,737
Randal,F,102,6,17,0,79
Randal,M,24537,10368,8386,3365,2418
Randale,M,305,76,83,60,86
Randall,F,918,219,201,149,349
Randall,M,156856,62450,52055,23025,19326
Rande,F,141,101,21,0,19
Rande,M,366,236,83,28,19
Randee,F,1940,596,339,412,593
Randee,M,154,80,30,11,33
Randel,F,20,0,0,0,20
Randel,M,2638,1104,813,401,320
Randell,F,119,14,17,21,67
Randell,M,7147,2451,2414,1137,1145
Randi,F,20277,3561,3412,3580,9724
Randi,M,881,270,231,144,236
Randie,F,1041,373,200,188,280
Randie,M,426,203,124,51,48
Randle,F,7,0,0,0,7
Randle,M,1721,667,512,275,267
Randol,M,408,192,112,66,38
Randolf,M,817,423,195,112,87
Randolph,F,97,44,30,18,5
Randolph,M,30611,15496,8195,4020,2900
Randon,F,10,0,0,0,10
Randon,M,871,115,91,189,476
Randy,F,3921,1938,1071,489,423
Randy,M,280472,120537,93878,36545,29512
Ranee,F,1183,220,327,467,169
Ranell,F,256,61,78,71,46
Ranell,M,32,0,0,12,20
Ranelle,F,328,79,81,87,81
Rani,F,843,50,152,377,264
Rani,M,34,0,0,7,27
Rania,F,469,0,29,176,264
Ranisha,F,213,0,0,33,180
Ranita,F,325,31,83,76,135
Ransom,M,838,274,200,147,217
Raoul,M,1137,371,307,276,183
Raphael,F,142,6,32,45,59
Raphael,M,6048,893,1107,1762,2286
Rapheal,M,733,82,90,158,403
Raquel,F,25162,1569,4214,9592,9787
Raquel,M,168,0,13,63,92
Rasha,F,267,0,5,95,167
Rasha,M,22,0,0,11,11
Rashaad,M,862,0,0,161,701
Rashaan,F,28,0,0,28,0
Rashaan,M,486,0,0,290,196
Rashad,F,67,0,0,8,59
Rashad,M,5093,0,0,1319,3774
Rashan,F,50,0,0,38,12
Rashan,M,498,0,0,242,256
Rashanda,F,537,0,0,213,324
Rashard,M,838,0,0,228,610
Rashaud,M,238,0,0,39,199
Rashaun,F,127,0,6,41,80
Rashaun,M,892,0,0,222,670
Rashawn,F,491,0,38,231,222
Rashawn,M,1745,0,12,530,1203
Rashawnda,F,248,0,0,85,163
Rasheda,F,812,0,0,450,362
Rasheed,F,30,0,0,18,12
Rasheed,M,1522,0,12,678,832
Rasheeda,F,1133,0,0,487,646
Rasheeda,M,5,0,0,5,0
Rasheedah,F,771,0,8,394,369
Rasheem,M,589,0,0,239,350
Rasheen,F,95,0,0,76,19
Rasheen,M,771,0,0,375,396
Rasheena,F,262,0,0,55,207
Rashel,F,316,0,35,132,149
Rashell,F,628,5,82,235,306
Rashelle,F,822,23,115,279,405
Rashid,M,975,0,45,435,495
Rashida,F,2267,0,12,1266,989
Rashida,M,6,0,0,0,6
Rashidah,F,260,0,0,118,142
Rashod,M,261,0,0,76,185
Rashon,F,104,0,6,50,48
Rashon,M,674,0,0,235,439
Rashonda,F,1054,0,15,400,639
Rashunda,F,293,0,0,111,182
Raudel,M,295,0,13,108,174
Raul,F,325,60,65,84,116
Raul,M,38931,7750,8507,10548,12126
Raven,F,5361,67,138,1188,3968
Raven,M,463,50,85,134,194
Ravi,F,5,0,5,0,0
Ravi,M,1183,0,113,397,673
Ravin,F,239,0,0,53,186
Ravin,M,46,0,5,5,36
Ravon,F,63,0,0,17,46
Ravon,M,229,5,44,55,125
Ray,F,1027,433,282,200,112
Ray,M,70007,29912,22183,10077,7835
Raya,F,223,5,16,64,138
Rayann,F,437,68,102,133,134
Rayanne,F,398,87,99,90,122
Rayburn,M,794,295,230,167,102
Raychel,F,417,0,20,77,320
Raychelle,F,327,0,36,115,176
Raye,F,1015,456,323,154,82
Raye,M,131,68,44,13,6
Rayetta,F,415,172,148,76,19
Rayfield,M,752,333,195,128,96
Rayford,M,2129,892,641,348,248
Rayleen,F,393,95,113,82,103
Raylene,F,1932,560,600,385,387
Rayma,F,362,202,93,51,16
Raymon,M,2347,643,564,512,628
Raymona,F,292,89,89,67,47
Raymond,F,1537,370,442,423,302
Raymond,M,281557,108928,81793,49332,41504
Raymondo,M,267,60,77,74,56
Raymone,M,282,0,16,116,150
Raymont,M,212,0,43,90,79
Raymund,M,334,44,100,101,89
Raymundo,M,3568,607,739,991,1231
Rayn,M,249,0,0,53,196
Rayna,F,2642,272,368,994,1008
Raynaldo,M,1000,278,285,218,219
Raynard,M,2017,325,873,296,523
Rayne,F,404,72,102,110,120
Rayne,M,79,10,5,13,51
Raynell,F,468,114,129,96,129
Raynell,M,248,24,49,81,94
Raynetta,F,219,82,66,48,23
Raynette,F,591,168,208,134,81
Rayshaun,M,223,0,0,35,188
Rayshawn,F,108,0,0,50,58
Rayshawn,M,893,0,5,231,657
Rayshon,M,227,0,0,95,132
Rayvon,F,5,0,0,0,5
Rayvon,M,451,67,67,102,215
Rea,F,580,208,137,129,106
Rea,M,17,17,0,0,0
Reagan,F,1769,7,115,880,767
Reagan,M,1190,194,233,375,388
Reana,F,204,11,43,34,116
Reanna,F,1341,0,25,345,971
Reatha,F,639,394,184,51,10
Reba,F,7708,4138,2175,737,658
Rebbeca,F,655,86,148,209,212
Rebbecca,F,1760,378,381,546,455
Rebeca,F,4205,392,717,1298,1798
Rebeca,M,5,0,0,0,5
Rebecca,F,488685,115690,99462,137285,136248
Rebecca,M,1583,204,288,533,558
Rebeccah,F,834,96,125,273,340
Rebecka,F,1583,120,206,547,710
Rebeckah,F,283,15,31,109,128
Rebeka,F,735,11,56,210,458
Rebekah,F,32196,1822,2401,9654,18319
Rebekah,M,107,0,0,24,83
Rebekka,F,844,0,38,260,546
Rebekkah,F,564,5,73,157,329
Rebel,F,344,54,156,78,56
Rebel,M,151,12,48,39,52
Recardo,M,443,55,82,159,147
Rechelle,F,530,20,148,208,154
Reco,M,810,29,58,411,312
Reda,F,767,483,200,53,31
Reece,M,1607,268,270,284,785
Reed,F,51,0,10,6,35
Reed,M,7848,2494,1696,1452,2206
Reem,F,419,0,7,131,281
Reema,F,330,0,12,75,243
Reena,F,1217,115,153,321,628
Reesa,F,431,103,153,91,84
Reese,F,5,5,0,0,0
Reese,M,2301,503,558,488,752
Refugio,F,126,60,16,35,15
Refugio,M,1562,414,334,424,390
Regan,F,3220,163,359,1425,1273
Regan,M,1796,311,583,519,383
Regena,F,1849,661,641,400,147
Regenia,F,1775,801,633,297,44
Reggie,F,220,123,65,22,10
Reggie,M,7610,1665,2104,2295,1546
Regina,F,119521,30797,45827,28319,14578
Regina,M,477,70,175,145,87
Reginal,F,5,0,0,5,0
Reginal,M,1886,357,544,606,379
Reginald,F,716,120,231,195,170
Reginald,M,74950,19338,24921,17191,13500
Regine,F,568,37,113,175,243
Reginia,F,974,253,411,242,68
Regino,M,385,74,89,116,106
Reginold,M,430,111,167,122,30
Regis,F,110,51,6,5,48
Regis,M,1766,667,441,257,401
Reid,F,31,0,10,0,21
Reid,M,7618,1771,1355,1637,2855
Reiko,F,276,0,64,139,73
Reiko,M,6,0,0,6,0
Reilly,F,114,0,0,6,108
Reilly,M,237,13,0,18,206
Reina,F,2760,232,412,790,1326
Reinaldo,M,2542,363,737,701,741
Reita,F,363,236,105,17,5
Rejeana,F,247,64,78,64,41
Rema,F,400,70,88,105,137
Remi,F,236,0,54,74,108
Remi,M,313,52,80,81,100
Remigio,M,304,59,76,86,83
Remington,F,10,0,0,0,10
Remington,M,652,5,0,5,642
Remo,M,319,95,95,69,60
Remona,F,862,300,335,172,55
Remonia,F,251,122,91,38,0
Remus,M,293,70,42,88,93
Remy,F,408,0,25,97,286
Remy,M,577,79,99,108,291
Ren,F,11,0,0,0,11
Ren,M,369,70,65,33,201
Rena,F,14379,4430,4719,2917,2313
Rena,M,69,25,22,12,10
Renada,F,659,22,81,70,486
Renae,F,10594,2013,3297,2932,2352
Renae,M,33,10,12,0,11
Renaldo,M,1916,360,389,400,767
Renard,M,1818,421,500,444,453
Renardo,F,12,0,0,0,12
Renardo,M,558,45,106,179,228
Renata,F,3876,503,893,753,1727
Renata,M,6,0,0,0,6
Renate,F,1062,269,452,195,146
Renato,F,6,0,0,0,6
Renato,M,1247,150,272,433,392
Renay,F,1543,426,637,308,172
Renay,M,24,19,5,0,0
Renda,F,956,388,326,148,94
Rendell,M,429,86,74,163,106
Rene,F,17909,4733,7324,3693,2159
Rene,M,26820,4946,7351,7266,7257
Renea,F,3605,666,1348,961,630
Renee,F,150770,32950,55815,37591,24414
Renee,M,1163,182,313,378,290
Renell,F,482,121,184,100,77
Renell,M,105,19,21,34,31
Renelle,F,321,59,90,83,89
Renesha,F,231,0,0,43,188
Renetta,F,1154,299,411,271,173
Renette,F,480,160,202,82,36
Renia,F,437,136,138,90,73
Renie,F,369,176,114,66,13
Renika,F,266,0,0,87,179
Renisha,F,391,0,0,98,293
Renita,F,6721,1584,2400,1504,1233
Renna,F,551,215,168,95,73
Renne,F,530,111,168,161,90
Renne,M,24,12,0,0,12
Rennie,F,392,136,127,89,40
Rennie,M,589,201,192,116,80
Renny,F,12,7,5,0,0
Renny,M,342,85,78,109,70
Reno,M,1240,281,363,321,275
Renwick,M,461,120,191,91,59
Renzo,M,206,12,23,74,97
Resa,F,891,290,310,171,120
Reshma,F,223,0,0,80,143
Reshonda,F,270,0,6,131,133
Reta,F,2217,1450,495,177,95
Retha,F,2867,1595,872,257,143
Retta,F,850,482,225,101,42
Reuben,F,18,0,0,6,12
Reuben,M,9570,2193,2076,2542,2759
Reva,F,3979,1582,988,503,906
Revonda,F,602,193,279,109,21
Rex,F,85,44,23,7,11
Rex,M,28125,13499,8735,3359,2532
Rexanne,F,208,114,63,26,5
Rexford,M,777,321,192,148,116
Rey,M,1903,297,441,506,659
Reyes,F,173,70,42,38,23
Reyes,M,2210,523,466,548,673
Reymundo,M,1836,433,401,493,509
Reyna,F,3132,184,302,847,1799
Reyna,M,10,0,0,0,10
Reynaldo,F,23,0,0,6,17
Reynaldo,M,10145,2092,2574,2657,2822
Reynard,M,431,75,111,120,125
Reyne,F,224,127,91,6,0
Reynold,M,1571,630,448,264,229
Reynolds,M,477,181,136,84,76
Reza,M,372,0,7,150,215
Rhea,F,4537,1248,1055,990,1244
Rhea,M,87,51,25,11,0
Rheanna,F,422,0,0,111,311
Rheannon,F,208,0,0,57,151
Rheta,F,233,165,63,5,0
Rhett,M,4482,509,975,1521,1477
Rhetta,F,250,124,83,37,6
Rhiana,F,270,0,0,113,157
Rhianna,F,1042,0,0,321,721
Rhiannon,F,4942,0,0,1666,3276
Rhiannon,M,5,0,0,0,5
Rhoda,F,6265,2615,1925,1215,510
Rhona,F,990,516,316,136,22
Rhonda,F,199941,59816,93607,37946,8572
Rhonda,M,570,124,256,154,36
Rhyan,F,140,0,0,18,122
Rhyan,M,269,0,5,67,197
Rhys,M,616,105,111,86,314
Ria,F,690,105,145,186,254
Rian,F,553,0,0,176,377
Rian,M,1458,103,142,516,697
Riana,F,272,0,0,45,227
Riann,F,213,0,0,135,78
Rianna,F,380,0,0,85,295
Ric,M,1032,386,329,151,166
Rica,F,332,39,31,122,140
Ricard,M,338,72,110,62,94
Ricarda,F,360,146,84,70,60
Ricardo,F,520,59,104,169,188
Ricardo,M,64213,10318,13149,17657,23089
Riccardo,M,978,206,244,270,258
Ricci,F,594,61,90,188,255
Ricci,M,785,350,195,113,127
Ricco,M,768,27,82,353,306
Rich,M,3010,750,1789,316,155
Richad,M,295,60,94,64,77
Richar,M,257,34,68,70,85
Richard,F,5021,1149,1465,1277,1130
Richard,M,1266917,535461,373907,202804,154745
Richardo,M,1456,276,303,366,511
Richardson,M,223,57,30,48,88
Richele,F,650,61,240,208,141
Richelle,F,5964,409,1518,2096,1941
Richey,M,393,89,181,96,27
Richie,F,163,91,58,9,5
Richie,M,4130,648,1703,1139,640
Richmond,M,1335,403,322,334,276
Richrd,M,386,92,88,102,104
Richy,M,399,54,193,78,74
Rick,F,130,40,70,8,12
Rick,M,70500,34371,25717,6155,4257
Rickard,M,389,256,102,31,0
Rickey,F,505,223,155,74,53
Rickey,M,52042,27956,13942,5227,4917
Ricki,F,2098,721,397,459,521
Ricki,M,1816,1040,397,202,177
Rickie,F,1041,470,169,178,224
Rickie,M,13639,7649,3292,1503,1195
Ricky,F,1408,474,456,238,240
Ricky,M,187800,79170,66402,22071,20157
Rico,F,45,0,0,36,9
Rico,M,4530,177,460,2049,1844
Ridge,M,265,30,5,0,230
Rifka,F,279,32,29,95,123
Rigo,M,371,12,21,91,247
Rigoberto,M,4255,303,533,1240,2179
Rik,M,257,75,78,60,44
Rika,F,237,6,32,93,106
Riki,F,717,81,124,214,298
Riki,M,178,40,16,28,94
Rikki,F,3348,180,235,892,2041
Rikki,M,382,81,35,99,167
Riley,F,781,18,11,72,680
Riley,M,6888,1424,938,1090,3436
Rilla,F,277,175,79,23,0
Rima,F,698,85,177,185,251
Rina,F,1973,218,575,533,647
Rinaldo,M,288,87,90,72,39
Rinda,F,557,259,185,82,31
Rio,F,121,0,0,0,121
Rio,M,314,10,16,97,191
Rion,F,10,0,0,0,10
Rion,M,347,25,5,107,210
Risa,F,2862,692,1073,561,536
Rise,F,892,549,271,52,20
Risha,F,350,5,62,154,129
Rishi,M,563,0,0,131,432
Rita,F,109845,60265,32883,10547,6150
Rita,M,290,125,106,43,16
Ritchie,F,5,5,0,0,0
Ritchie,M,2731,818,1035,580,298
Rito,M,666,181,132,172,181
Riva,F,616,157,124,115,220
Rivka,F,1660,121,207,525,807
Rivkah,F,276,7,12,86,171
Roann,F,202,123,68,11,0
Roanna,F,338,98,116,64,60
Roanne,F,280,138,82,44,16
Rob,M,7594,1550,4159,1441,444
Robb,M,2900,396,1117,1043,344
Robbert,M,353,109,111,57,76
Robbi,F,1232,321,387,307,217
Robbi,M,313,48,128,112,25
Robbie,F,9592,4087,3339,1468,698
Robbie,M,16482,2541,6803,4651,2487
Robbin,F,8051,2917,3558,1192,384
Robbin,M,1459,632,515,188,124
Robby,F,156,36,68,28,24
Robby,M,8556,1130,3313,2471,1642
Robbye,F,207,91,77,39,0
Robbyn,F,908,251,299,231,127
Roben,F,295,114,141,34,6
Roben,M,106,14,55,25,12
Rober,M,334,67,70,91,106
Robert,F,9713,2199,2680,2628,2206
Robert,M,2200061,830395,650786,397225,321655
Roberta,F,70392,37916,21101,8094,3281
Roberta,M,327,111,98,58,60
Roberto,F,500,87,118,144,151
Roberto,M,51396,7549,10870,15155,17822
Robertson,M,271,50,65,68,88
Robet,M,613,126,168,178,141
Robi,F,291,43,96,84,68
Robi,M,82,0,45,37,0
Robie,F,319,108,137,56,18
Robie,M,687,141,280,172,94
Robin,F,269387,82423,118327,45943,22694
Robin,M,34476,15225,10848,4571,3832
Robina,F,381,132,109,99,41
Robinette,F,611,190,224,151,46
Robinson,M,947,133,193,234,387
Roby,F,29,13,6,10,0
Roby,M,1006,260,358,245,143
Robyn,F,50153,8603,15100,14684,11766
Robyn,M,947,240,253,232,222
Robyne,F,601,157,215,134,95
Robynn,F,921,153,285,279,204
Robynne,F,325,60,127,83,55
Rocco,F,5,0,0,0,5
Rocco,M,6768,2200,1785,1415,1368
Roch,M,211,124,87,0,0
Rochel,F,979,111,147,270,451
Rochele,F,459,49,138,156,116
Rochell,F,1356,174,439,463,280
Rochell,M,57,29,11,17,0
Rochelle,F,33146,6885,9885,9082,7294
Rochelle,M,269,64,85,72,48
Rocio,F,5523,59,347,1774,3343
Rocio,M,242,0,0,54,188
Rock,M,1830,908,525,214,183
Rockey,M,800,343,198,147,112
Rockford,M,357,126,67,72,92
Rockie,F,42,6,25,11,0
Rockie,M,719,307,185,136,91
Rockne,M,214,122,67,13,12
Rockwell,M,209,84,49,40,36
Rocky,F,198,72,44,45,37
Rocky,M,19569,6971,4578,3667,4353
Rod,M,7010,2025,3746,923,316
Rodd,M,757,130,334,234,59
Roddrick,M,471,13,66,195,197
Roddy,M,1482,484,566,276,156
Rodell,M,409,125,95,96,93
Roderic,M,1453,338,528,415,172
Roderick,F,263,11,67,101,84
Roderick,M,31152,6291,9638,8598,6625
Rodger,M,11852,5503,3673,1701,975
Rodman,M,493,179,169,87,58
Rodney,F,980,147,363,299,171
Rodney,M,182329,54817,72194,37446,17872
Rodolfo,F,63,0,0,16,47
Rodolfo,M,15361,3031,3100,4053,5177
Rodric,M,333,49,83,115,86
Rodrick,F,5,0,0,5,0
Rodrick,M,5791,615,1248,2211,1717
Rodrigo,F,5,0,0,0,5
Rodrigo,M,4521,379,592,1462,2088
Rodriguez,F,5,0,0,5,0
Rodriguez,M,615,13,68,272,262
Rodriquez,M,839,14,74,301,450
Roel,M,2378,409,608,663,698
Rogelio,F,53,5,0,16,32
Rogelio,M,10497,1583,1867,3112,3935
Rogena,F,204,79,105,20,0
Roger,F,928,282,311,205,130
Roger,M,229311,110158,71440,29714,17999
Rogerio,M,294,59,63,98,74
Rogers,F,10,10,0,0,0
Rogers,M,2432,1222,587,353,270
Rohan,M,430,0,6,82,342
Rohit,M,369,0,0,138,231
Rohn,M,314,113,118,48,35
Rojelio,M,1658,376,357,433,492
Rolan,M,259,78,52,37,92
Roland,F,136,25,38,53,20
Roland,M,31724,12329,9681,5484,4230
Rolanda,F,2858,359,744,1248,507
Rolanda,M,26,0,5,0,21
Rolando,F,62,0,6,23,33
Rolando,M,12152,1618,2652,3663,4219
Rolf,M,1648,663,662,234,89
Rolfe,M,218,148,59,11,0
Rolinda,F,398,138,156,95,9
Rolland,M,2024,914,556,318,236
Rollie,M,922,434,239,149,100
Rollin,M,1390,593,380,227,190
Rolonda,F,305,0,70,135,100
Roma,F,1406,664,410,175,157
Roma,M,101,58,24,12,7
Romaine,F,749,358,220,110,61
Romaine,M,272,29,40,108,95
Roman,F,66,0,0,31,35
Roman,M,10736,1646,1797,3346,3947
Romana,F,659,142,206,178,133
Rome,F,5,0,0,5,0
Rome,M,407,98,97,125,87
Romel,M,752,59,88,236,369
Romelia,F,740,243,192,174,131
Romell,F,22,10,12,0,0
Romell,M,514,53,42,201,218
Romeo,M,2302,450,502,604,746
Romero,M,632,78,134,214,206
Romie,F,50,19,10,7,14
Romie,M,424,159,118,89,58
Romina,F,419,16,43,134,226
Rommel,M,676,61,107,264,244
Rommie,M,254,124,69,26,35
Romon,M,219,0,20,115,84
Romona,F,3169,1152,1226,595,196
Romulo,M,356,56,67,122,111
Romy,F,599,5,316,188,90
Romy,M,59,0,8,16,35
Ron,F,70,0,32,26,12
Ron,M,27158,7785,13109,4263,2001
Rona,F,3361,1054,1333,766,208
Ronal,M,495,168,160,96,71
Ronald,F,2488,715,800,598,375
Ronald,M,581729,271139,182190,81730,46670
Ronalda,F,239,77,46,69,47
Ronaldo,M,909,179,225,236,269
Ronda,F,31652,6854,16281,6928,1589
Ronda,M,187,64,73,44,6
Rondal,M,902,329,308,173,92
Rondale,M,259,0,0,116,143
Rondall,M,482,144,190,91,57
Rondel,M,248,55,53,76,64
Rondell,F,67,0,12,48,7
Rondell,M,1406,130,229,498,549
Rondey,M,233,40,92,76,25
Rondi,F,569,219,189,120,41
Rondi,M,7,0,0,7,0
Rondy,M,366,123,125,72,46
Ronee,F,274,31,42,105,96
Ronell,F,290,58,96,96,40
Ronell,M,903,94,161,330,318
Ronelle,F,466,94,147,133,92
Ronelle,M,51,0,0,20,31
Ronesha,F,235,0,0,33,202
Ronetta,F,635,83,209,190,153
Ronette,F,872,113,368,284,107
Roney,M,476,191,138,80,67
Roni,F,3272,948,967,743,614
Roni,M,236,41,45,68,82
Ronica,F,1012,47,247,398,320
Ronika,F,287,0,0,93,194
Ronisha,F,565,0,0,102,463
Ronit,F,272,0,56,119,97
Ronita,F,587,87,158,195,147
Ronn,M,565,176,215,124,50
Ronna,F,3433,1300,1357,564,212
Ronnald,M,448,276,141,31,0
Ronnell,F,183,17,61,80,25
Ronnell,M,1320,127,191,496,506
Ronnetta,F,301,7,81,130,83
Ronnette,F,706,60,305,242,99
Ronney,M,949,396,282,149,122
Ronni,F,1759,454,456,423,426
Ronni,M,27,6,0,6,15
Ronnie,F,3821,1576,936,782,527
Ronnie,M,115857,51302,34720,18271,11564
Ronny,F,289,45,78,101,65
Ronny,M,8149,3238,2582,1334,995
Ronold,M,449,239,164,46,0
Ronson,M,207,15,20,71,101
Rony,M,371,10,32,92,237
Roosevelt,F,104,53,45,0,6
Roosevelt,M,13095,5675,3663,2161,1596
Roque,M,992,179,219,290,304
Rori,F,596,80,119,176,221
Rori,M,12,5,0,0,7
Rory,F,1095,223,185,342,345
Rory,M,14764,3621,3737,2668,4738
Rosa,F,58003,19876,15041,12292,10794
Rosa,M,473,118,101,109,145
Rosaland,F,304,73,147,78,6
Rosalba,F,1737,164,284,642,647
Rosalee,F,1900,753,426,330,391
Rosaleen,F,250,89,85,41,35
Rosalia,F,2503,471,577,693,762
Rosalie,F,13786,6790,3645,1679,1672
Rosalie,M,5,5,0,0,0
Rosalin,F,361,100,87,104,70
Rosalina,F,1255,237,279,320,419
Rosalind,F,13770,5331,5350,2168,921
Rosalinda,F,9247,2518,2522,2201,2006
Rosalinda,M,5,0,0,0,5
Rosaline,F,918,341,266,195,116
Rosalio,M,806,206,161,203,236
Rosalva,F,1507,227,337,517,426
Rosalyn,F,10121,3779,2808,1982,1552
Rosalynn,F,900,119,157,311,313
Rosamaria,F,1081,90,257,339,395
Rosamond,F,302,169,49,45,39
Rosana,F,1458,231,325,385,517
Rosangela,F,237,0,5,19,213
Rosann,F,1717,929,473,179,136
Rosanna,F,8676,1851,1713,1902,3210
Rosanna,M,6,0,0,0,6
Rosanne,F,10533,5883,2661,1073,916
Rosaria,F,775,193,215,233,134
Rosario,F,5236,1381,1398,1348,1109
Rosario,M,1672,405,431,464,372
Rosaura,F,1352,226,308,441,377
Rosco,M,271,121,63,46,41
Roscoe,M,4443,1927,1111,769,636
Rose,F,119767,66688,31859,11388,9832
Rose,M,492,203,147,65,77
Roseann,F,9579,4113,2997,1368,1101
Roseanna,F,3268,1022,622,582,1042
Roseanne,F,4688,1733,1393,722,840
Roselee,F,261,98,65,54,44
Roselia,F,224,20,46,72,86
Roselie,F,221,98,61,27,35
Roselind,F,201,66,83,42,10
Roseline,F,239,85,44,34,76
Rosella,F,1949,906,522,318,203
Roselle,F,614,234,164,146,70
Rosellen,F,296,174,85,20,17
Roselyn,F,2424,924,644,420,436
Roselynn,F,311,62,58,74,117
Rosemarie,F,20234,8129,7403,2725,1977
Rosemarie,M,5,5,0,0,0
Rosemary,F,50436,25020,14604,5823,4989
Rosemary,M,129,48,48,12,21
Rosena,F,334,159,104,22,49
Rosenda,F,372,69,72,115,116
Rosendo,M,2297,506,511,607,673
Rosetta,F,7836,3818,2218,1100,700
Rosette,F,428,121,125,107,75
Rosevelt,M,416,226,97,44,49
Rosey,F,268,120,73,38,37
Roshan,F,87,0,17,45,25
Roshan,M,286,0,0,66,220
Roshanda,F,1030,0,55,512,463
Roshawn,F,368,0,59,194,115
Roshawn,M,381,0,6,163,212
Roshawnda,F,233,0,5,87,141
Roshell,F,492,35,123,174,160
Roshell,M,12,0,0,12,0
Roshelle,F,644,33,138,233,240
Roshni,F,209,0,0,31,178
Roshonda,F,842,0,41,417,384
Roshunda,F,519,0,33,243,243
Rosia,F,536,340,124,47,25
Rosie,F,18217,10012,4920,1961,1324
Rosie,M,56,34,22,0,0
Rosiland,F,575,188,257,120,10
Rosilyn,F,367,141,126,77,23
Rosina,F,1338,434,363,301,240
Rosio,F,1305,0,67,493,745
Rosio,M,19,0,0,0,19
Rosita,F,3567,1228,1099,683,557
Rosland,F,266,48,104,84,30
Roslyn,F,7465,2941,2530,1243,751
Roslynn,F,489,108,127,136,118
Ross,F,207,23,32,46,106
Ross,M,42940,9513,9781,7936,15710
Rossana,F,704,132,225,176,171
Rossie,F,199,89,44,21,45
Rossie,M,207,95,65,42,5
Rosslyn,F,277,86,106,63,22
Roswell,M,252,103,75,37,37
Rosy,F,382,95,85,63,139
Rowan,F,95,0,0,6,89
Rowan,M,408,77,71,78,182
Rowdy,M,1006,22,348,281,355
Rowena,F,3185,1268,960,566,391
Rowland,M,1237,522,379,183,153
Rox,F,309,208,89,7,5
Roxan,F,391,149,102,64,76
Roxana,F,4494,588,690,944,2272
Roxana,M,20,0,0,0,20
Roxane,F,4622,1762,1931,607,322
Roxann,F,7677,3152,2334,1212,979
Roxanna,F,7401,1843,2034,1432,2092
Roxanna,M,7,0,0,0,7
Roxanne,F,47398,16608,13577,8169,9044
Roxanne,M,55,10,6,5,34
Roxie,F,4412,2228,1156,544,484
Roxie,M,34,29,5,0,0
Roxy,F,918,457,230,97,134
Roxy,M,21,21,0,0,0
Roy,F,914,335,261,171,147
Roy,M,138555,61847,40047,22353,14308
Roya,F,394,19,42,99,234
Royal,F,113,18,5,33,57
Royal,M,2860,1068,735,561,496
Royce,F,802,387,217,115,83
Royce,M,9689,3492,2451,1809,1937
Royden,M,252,88,52,73,39
Rozanna,F,331,124,71,31,105
Rozanne,F,778,462,204,54,58
Rozell,F,32,32,0,0,0
Rozell,M,256,100,63,53,40
Rozella,F,345,169,107,55,14
Rozetta,F,264,110,90,54,10
Rozlyn,F,270,67,51,71,81
Ruben,F,446,100,84,120,142
Ruben,M,53414,12395,12623,13538,14858
Rubi,F,693,8,13,257,415
Rubie,F,467,208,96,62,101
Rubin,F,16,6,10,0,0
Rubin,M,2281,716,589,558,418
Rubina,F,258,27,48,79,104
Ruby,F,43459,20550,10164,6433,6312
Ruby,M,491,153,113,86,139
Rubye,F,448,330,92,21,5
Rudi,F,104,0,0,0,104
Rudi,M,415,80,110,104,121
Rudolf,M,880,349,221,173,137
Rudolfo,M,1313,505,289,270,249
Rudolph,F,23,12,0,11,0
Rudolph,M,14076,6652,3535,2186,1703
Rudolpho,M,233,89,32,75,37
Rudy,F,405,96,80,85,144
Rudy,M,23523,6894,6348,4926,5355
Rueben,M,1903,398,422,507,576
Ruel,M,448,155,115,99,79
Rufina,F,232,72,54,46,60
Rufino,M,633,153,146,146,188
Rufus,F,32,22,10,0,0
Rufus,M,9470,4155,2625,1570,1120
Rui,M,256,0,5,146,105
Rulon,M,276,89,56,57,74
Rumaldo,M,368,103,100,89,76
Rupert,M,1211,464,346,218,183
Ruperto,M,448,80,111,130,127
Rush,M,529,171,126,108,124
Russ,M,4710,1415,2217,673,405
Russel,M,5613,1802,1729,1168,914
Russell,F,864,183,240,226,215
